2020-10-26 15:13:01,559 INFO    MainThread:12940 [wandb_init.py:_log_setup():293] Logging user logs to wandb\run-20201026_151301-2ul6xs4i\logs\debug.log
2020-10-26 15:13:03,259 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_lambda = 0.0 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E8870460>>
2020-10-26 15:13:03,259 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_lambda 0.0 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'dart', 'class_weight': {0: 1, 1: 3}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.06094395035517471, 'max_depth': -1, 'min_child_samples': 23, 'min_child_weight': 0, 'min_split_gain': 0, 'n_estimators': 163, 'n_jobs': -1, 'num_leaves': 17, 'objective': None, 'random_state': 2, 'reg_alpha': 0.0, 'reg_lambda': 0.0}
2020-10-26 15:13:03,260 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set silent = True - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E8870460>>
2020-10-26 15:13:03,260 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb silent True {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'dart', 'class_weight': {0: 1, 1: 3}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.06094395035517471, 'max_depth': -1, 'min_child_samples': 23, 'min_child_weight': 0, 'min_split_gain': 0, 'n_estimators': 163, 'n_jobs': -1, 'num_leaves': 17, 'objective': None, 'random_state': 2, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True}
2020-10-26 15:13:03,260 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample = 1.3956290191950175e-05 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E8870460>>
2020-10-26 15:13:03,261 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample 1.3956290191950175e-05 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'dart', 'class_weight': {0: 1, 1: 3}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.06094395035517471, 'max_depth': -1, 'min_child_samples': 23, 'min_child_weight': 0, 'min_split_gain': 0, 'n_estimators': 163, 'n_jobs': -1, 'num_leaves': 17, 'objective': None, 'random_state': 2, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.3956290191950175e-05}
2020-10-26 15:13:03,261 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample_for_bin = 100000 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E8870460>>
2020-10-26 15:13:03,261 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample_for_bin 100000 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'dart', 'class_weight': {0: 1, 1: 3}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.06094395035517471, 'max_depth': -1, 'min_child_samples': 23, 'min_child_weight': 0, 'min_split_gain': 0, 'n_estimators': 163, 'n_jobs': -1, 'num_leaves': 17, 'objective': None, 'random_state': 2, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.3956290191950175e-05, 'subsample_for_bin': 100000}
2020-10-26 15:13:03,261 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample_freq = 0 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E8870460>>
2020-10-26 15:13:03,261 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample_freq 0 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'dart', 'class_weight': {0: 1, 1: 3}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.06094395035517471, 'max_depth': -1, 'min_child_samples': 23, 'min_child_weight': 0, 'min_split_gain': 0, 'n_estimators': 163, 'n_jobs': -1, 'num_leaves': 17, 'objective': None, 'random_state': 2, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 1.3956290191950175e-05, 'subsample_for_bin': 100000, 'subsample_freq': 0}
2020-10-26 15:13:03,262 INFO    MainThread:12940 [wandb_run.py:finish():988] finishing run srosy/runs-from-for-loop/2ul6xs4i
