2020-10-26 12:09:16,883 INFO    MainThread:12940 [wandb_init.py:_log_setup():293] Logging user logs to wandb\run-20201026_120916-2qn6kz4b\logs\debug.log
2020-10-26 12:09:18,596 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bytree 0.9458235044259404 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404}
2020-10-26 12:09:18,597 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gamma = 69.27605178163553 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,597 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gamma 69.27605178163553 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553}
2020-10-26 12:09:18,597 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gpu_id = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,597 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gpu_id None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None}
2020-10-26 12:09:18,597 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set importance_type = gain - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,598 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb importance_type gain {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain'}
2020-10-26 12:09:18,598 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set interaction_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,598 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb interaction_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None}
2020-10-26 12:09:18,598 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set learning_rate = 0.5189959459660087 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,599 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb learning_rate 0.5189959459660087 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5189959459660087}
2020-10-26 12:09:18,599 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_delta_step = 2.086626364506128 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,599 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_delta_step 2.086626364506128 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5189959459660087, 'max_delta_step': 2.086626364506128}
2020-10-26 12:09:18,599 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_depth = 16 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,600 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_depth 16 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5189959459660087, 'max_delta_step': 2.086626364506128, 'max_depth': 16}
2020-10-26 12:09:18,600 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set min_child_weight = 71.1963333997297 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,600 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb min_child_weight 71.1963333997297 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5189959459660087, 'max_delta_step': 2.086626364506128, 'max_depth': 16, 'min_child_weight': 71.1963333997297}
2020-10-26 12:09:18,600 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set missing = nan - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,601 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb missing nan {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5189959459660087, 'max_delta_step': 2.086626364506128, 'max_depth': 16, 'min_child_weight': 71.1963333997297, 'missing': nan}
2020-10-26 12:09:18,601 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set monotone_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,601 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb monotone_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5189959459660087, 'max_delta_step': 2.086626364506128, 'max_depth': 16, 'min_child_weight': 71.1963333997297, 'missing': nan, 'monotone_constraints': None}
2020-10-26 12:09:18,602 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_estimators = 100 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,602 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_estimators 100 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5189959459660087, 'max_delta_step': 2.086626364506128, 'max_depth': 16, 'min_child_weight': 71.1963333997297, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100}
2020-10-26 12:09:18,602 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_jobs = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,602 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_jobs None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5189959459660087, 'max_delta_step': 2.086626364506128, 'max_depth': 16, 'min_child_weight': 71.1963333997297, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None}
2020-10-26 12:09:18,603 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set num_parallel_tree = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,603 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb num_parallel_tree None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5189959459660087, 'max_delta_step': 2.086626364506128, 'max_depth': 16, 'min_child_weight': 71.1963333997297, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None}
2020-10-26 12:09:18,603 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set random_state = 2 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,603 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb random_state 2 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5189959459660087, 'max_delta_step': 2.086626364506128, 'max_depth': 16, 'min_child_weight': 71.1963333997297, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2}
2020-10-26 12:09:18,604 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_alpha = 4.859062327518365 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,604 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_alpha 4.859062327518365 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5189959459660087, 'max_delta_step': 2.086626364506128, 'max_depth': 16, 'min_child_weight': 71.1963333997297, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 4.859062327518365}
2020-10-26 12:09:18,604 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_lambda = 0.5027112308250015 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,604 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_lambda 0.5027112308250015 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5189959459660087, 'max_delta_step': 2.086626364506128, 'max_depth': 16, 'min_child_weight': 71.1963333997297, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 4.859062327518365, 'reg_lambda': 0.5027112308250015}
2020-10-26 12:09:18,605 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set scale_pos_weight = 15.239603087812245 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,605 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb scale_pos_weight 15.239603087812245 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5189959459660087, 'max_delta_step': 2.086626364506128, 'max_depth': 16, 'min_child_weight': 71.1963333997297, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 4.859062327518365, 'reg_lambda': 0.5027112308250015, 'scale_pos_weight': 15.239603087812245}
2020-10-26 12:09:18,605 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample = 0.2785753357896301 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,605 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample 0.2785753357896301 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5189959459660087, 'max_delta_step': 2.086626364506128, 'max_depth': 16, 'min_child_weight': 71.1963333997297, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 4.859062327518365, 'reg_lambda': 0.5027112308250015, 'scale_pos_weight': 15.239603087812245, 'subsample': 0.2785753357896301}
2020-10-26 12:09:18,606 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set tree_method = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,606 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb tree_method None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5189959459660087, 'max_delta_step': 2.086626364506128, 'max_depth': 16, 'min_child_weight': 71.1963333997297, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 4.859062327518365, 'reg_lambda': 0.5027112308250015, 'scale_pos_weight': 15.239603087812245, 'subsample': 0.2785753357896301, 'tree_method': None}
2020-10-26 12:09:18,606 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set validate_parameters = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,606 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb validate_parameters None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5189959459660087, 'max_delta_step': 2.086626364506128, 'max_depth': 16, 'min_child_weight': 71.1963333997297, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 4.859062327518365, 'reg_lambda': 0.5027112308250015, 'scale_pos_weight': 15.239603087812245, 'subsample': 0.2785753357896301, 'tree_method': None, 'validate_parameters': None}
2020-10-26 12:09:18,607 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set verbosity = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1EF9940>>
2020-10-26 12:09:18,607 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb verbosity None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.24466322438051613, 'colsample_bynode': 0.13987649891279086, 'colsample_bytree': 0.9458235044259404, 'gamma': 69.27605178163553, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5189959459660087, 'max_delta_step': 2.086626364506128, 'max_depth': 16, 'min_child_weight': 71.1963333997297, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 4.859062327518365, 'reg_lambda': 0.5027112308250015, 'scale_pos_weight': 15.239603087812245, 'subsample': 0.2785753357896301, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}
2020-10-26 12:09:18,608 INFO    MainThread:12940 [wandb_run.py:finish():988] finishing run srosy/runs-from-for-loop/2qn6kz4b
