2020-10-26 12:18:27,543 INFO    MainThread:12940 [wandb_init.py:_log_setup():293] Logging user logs to wandb\run-20201026_121827-xv677h8z\logs\debug.log
2020-10-26 12:18:29,261 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_depth = 7 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E21079A0>>
2020-10-26 12:18:29,261 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_depth 7 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.25284156684067016, 'colsample_bynode': 0.2804200437217761, 'colsample_bytree': 0.6756845127836436, 'gamma': 61.38824795148334, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.008918685603914844, 'max_delta_step': 4.912457969413286, 'max_depth': 7}
2020-10-26 12:18:29,261 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set min_child_weight = 95.11276609486264 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E21079A0>>
2020-10-26 12:18:29,261 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb min_child_weight 95.11276609486264 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.25284156684067016, 'colsample_bynode': 0.2804200437217761, 'colsample_bytree': 0.6756845127836436, 'gamma': 61.38824795148334, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.008918685603914844, 'max_delta_step': 4.912457969413286, 'max_depth': 7, 'min_child_weight': 95.11276609486264}
2020-10-26 12:18:29,262 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set missing = nan - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E21079A0>>
2020-10-26 12:18:29,262 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb missing nan {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.25284156684067016, 'colsample_bynode': 0.2804200437217761, 'colsample_bytree': 0.6756845127836436, 'gamma': 61.38824795148334, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.008918685603914844, 'max_delta_step': 4.912457969413286, 'max_depth': 7, 'min_child_weight': 95.11276609486264, 'missing': nan}
2020-10-26 12:18:29,262 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set monotone_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E21079A0>>
2020-10-26 12:18:29,262 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb monotone_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.25284156684067016, 'colsample_bynode': 0.2804200437217761, 'colsample_bytree': 0.6756845127836436, 'gamma': 61.38824795148334, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.008918685603914844, 'max_delta_step': 4.912457969413286, 'max_depth': 7, 'min_child_weight': 95.11276609486264, 'missing': nan, 'monotone_constraints': None}
2020-10-26 12:18:29,263 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_estimators = 100 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E21079A0>>
2020-10-26 12:18:29,263 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_estimators 100 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.25284156684067016, 'colsample_bynode': 0.2804200437217761, 'colsample_bytree': 0.6756845127836436, 'gamma': 61.38824795148334, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.008918685603914844, 'max_delta_step': 4.912457969413286, 'max_depth': 7, 'min_child_weight': 95.11276609486264, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100}
2020-10-26 12:18:29,263 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_jobs = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E21079A0>>
2020-10-26 12:18:29,263 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_jobs None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.25284156684067016, 'colsample_bynode': 0.2804200437217761, 'colsample_bytree': 0.6756845127836436, 'gamma': 61.38824795148334, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.008918685603914844, 'max_delta_step': 4.912457969413286, 'max_depth': 7, 'min_child_weight': 95.11276609486264, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None}
2020-10-26 12:18:29,264 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set num_parallel_tree = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E21079A0>>
2020-10-26 12:18:29,264 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb num_parallel_tree None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.25284156684067016, 'colsample_bynode': 0.2804200437217761, 'colsample_bytree': 0.6756845127836436, 'gamma': 61.38824795148334, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.008918685603914844, 'max_delta_step': 4.912457969413286, 'max_depth': 7, 'min_child_weight': 95.11276609486264, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None}
2020-10-26 12:18:29,264 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set random_state = 2 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E21079A0>>
2020-10-26 12:18:29,264 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb random_state 2 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.25284156684067016, 'colsample_bynode': 0.2804200437217761, 'colsample_bytree': 0.6756845127836436, 'gamma': 61.38824795148334, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.008918685603914844, 'max_delta_step': 4.912457969413286, 'max_depth': 7, 'min_child_weight': 95.11276609486264, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2}
2020-10-26 12:18:29,264 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_alpha = 0.1664646298063266 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E21079A0>>
2020-10-26 12:18:29,264 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_alpha 0.1664646298063266 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.25284156684067016, 'colsample_bynode': 0.2804200437217761, 'colsample_bytree': 0.6756845127836436, 'gamma': 61.38824795148334, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.008918685603914844, 'max_delta_step': 4.912457969413286, 'max_depth': 7, 'min_child_weight': 95.11276609486264, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.1664646298063266}
2020-10-26 12:18:29,265 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_lambda = 3.5685663461431307 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E21079A0>>
2020-10-26 12:18:29,265 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_lambda 3.5685663461431307 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.25284156684067016, 'colsample_bynode': 0.2804200437217761, 'colsample_bytree': 0.6756845127836436, 'gamma': 61.38824795148334, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.008918685603914844, 'max_delta_step': 4.912457969413286, 'max_depth': 7, 'min_child_weight': 95.11276609486264, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.1664646298063266, 'reg_lambda': 3.5685663461431307}
2020-10-26 12:18:29,265 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set scale_pos_weight = 3.02508559274823 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E21079A0>>
2020-10-26 12:18:29,265 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb scale_pos_weight 3.02508559274823 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.25284156684067016, 'colsample_bynode': 0.2804200437217761, 'colsample_bytree': 0.6756845127836436, 'gamma': 61.38824795148334, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.008918685603914844, 'max_delta_step': 4.912457969413286, 'max_depth': 7, 'min_child_weight': 95.11276609486264, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.1664646298063266, 'reg_lambda': 3.5685663461431307, 'scale_pos_weight': 3.02508559274823}
2020-10-26 12:18:29,266 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample = 0.10296869295306088 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E21079A0>>
2020-10-26 12:18:29,266 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample 0.10296869295306088 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.25284156684067016, 'colsample_bynode': 0.2804200437217761, 'colsample_bytree': 0.6756845127836436, 'gamma': 61.38824795148334, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.008918685603914844, 'max_delta_step': 4.912457969413286, 'max_depth': 7, 'min_child_weight': 95.11276609486264, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.1664646298063266, 'reg_lambda': 3.5685663461431307, 'scale_pos_weight': 3.02508559274823, 'subsample': 0.10296869295306088}
2020-10-26 12:18:29,266 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set tree_method = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E21079A0>>
2020-10-26 12:18:29,266 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb tree_method None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.25284156684067016, 'colsample_bynode': 0.2804200437217761, 'colsample_bytree': 0.6756845127836436, 'gamma': 61.38824795148334, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.008918685603914844, 'max_delta_step': 4.912457969413286, 'max_depth': 7, 'min_child_weight': 95.11276609486264, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.1664646298063266, 'reg_lambda': 3.5685663461431307, 'scale_pos_weight': 3.02508559274823, 'subsample': 0.10296869295306088, 'tree_method': None}
2020-10-26 12:18:29,267 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set validate_parameters = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E21079A0>>
2020-10-26 12:18:29,267 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb validate_parameters None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.25284156684067016, 'colsample_bynode': 0.2804200437217761, 'colsample_bytree': 0.6756845127836436, 'gamma': 61.38824795148334, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.008918685603914844, 'max_delta_step': 4.912457969413286, 'max_depth': 7, 'min_child_weight': 95.11276609486264, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.1664646298063266, 'reg_lambda': 3.5685663461431307, 'scale_pos_weight': 3.02508559274823, 'subsample': 0.10296869295306088, 'tree_method': None, 'validate_parameters': None}
2020-10-26 12:18:29,268 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set verbosity = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E21079A0>>
2020-10-26 12:18:29,268 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb verbosity None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.25284156684067016, 'colsample_bynode': 0.2804200437217761, 'colsample_bytree': 0.6756845127836436, 'gamma': 61.38824795148334, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.008918685603914844, 'max_delta_step': 4.912457969413286, 'max_depth': 7, 'min_child_weight': 95.11276609486264, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.1664646298063266, 'reg_lambda': 3.5685663461431307, 'scale_pos_weight': 3.02508559274823, 'subsample': 0.10296869295306088, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}
2020-10-26 12:18:29,268 INFO    MainThread:12940 [wandb_run.py:finish():988] finishing run srosy/runs-from-for-loop/xv677h8z
