2020-10-26 12:28:56,214 INFO    MainThread:12940 [wandb_init.py:_log_setup():293] Logging user logs to wandb\run-20201026_122856-1nmhvw24\logs\debug.log
2020-10-26 12:28:57,944 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb base_score None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None}
2020-10-26 12:28:57,945 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set booster = dart - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,945 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb booster dart {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart'}
2020-10-26 12:28:57,945 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bylevel = 0.07554823907035457 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,946 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bylevel 0.07554823907035457 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457}
2020-10-26 12:28:57,946 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bynode = 0.42254214622790787 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,946 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bynode 0.42254214622790787 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787}
2020-10-26 12:28:57,946 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bytree = 0.2748077127354308 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,946 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bytree 0.2748077127354308 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308}
2020-10-26 12:28:57,947 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gamma = 31.972009723165495 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,947 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gamma 31.972009723165495 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495}
2020-10-26 12:28:57,947 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gpu_id = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,947 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gpu_id None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None}
2020-10-26 12:28:57,948 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set importance_type = gain - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,948 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb importance_type gain {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain'}
2020-10-26 12:28:57,948 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set interaction_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,948 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb interaction_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None}
2020-10-26 12:28:57,949 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set learning_rate = 0.8459238354237063 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,949 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb learning_rate 0.8459238354237063 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8459238354237063}
2020-10-26 12:28:57,949 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_delta_step = 92.95724645929766 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,949 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_delta_step 92.95724645929766 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8459238354237063, 'max_delta_step': 92.95724645929766}
2020-10-26 12:28:57,950 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_depth = 16 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,950 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_depth 16 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8459238354237063, 'max_delta_step': 92.95724645929766, 'max_depth': 16}
2020-10-26 12:28:57,950 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set min_child_weight = 96.39424661279234 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,950 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb min_child_weight 96.39424661279234 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8459238354237063, 'max_delta_step': 92.95724645929766, 'max_depth': 16, 'min_child_weight': 96.39424661279234}
2020-10-26 12:28:57,951 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set missing = nan - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,951 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb missing nan {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8459238354237063, 'max_delta_step': 92.95724645929766, 'max_depth': 16, 'min_child_weight': 96.39424661279234, 'missing': nan}
2020-10-26 12:28:57,951 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set monotone_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,952 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb monotone_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8459238354237063, 'max_delta_step': 92.95724645929766, 'max_depth': 16, 'min_child_weight': 96.39424661279234, 'missing': nan, 'monotone_constraints': None}
2020-10-26 12:28:57,952 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_estimators = 100 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,952 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_estimators 100 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8459238354237063, 'max_delta_step': 92.95724645929766, 'max_depth': 16, 'min_child_weight': 96.39424661279234, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100}
2020-10-26 12:28:57,953 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_jobs = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,953 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_jobs None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8459238354237063, 'max_delta_step': 92.95724645929766, 'max_depth': 16, 'min_child_weight': 96.39424661279234, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None}
2020-10-26 12:28:57,953 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set num_parallel_tree = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,953 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb num_parallel_tree None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8459238354237063, 'max_delta_step': 92.95724645929766, 'max_depth': 16, 'min_child_weight': 96.39424661279234, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None}
2020-10-26 12:28:57,954 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set random_state = 2 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,954 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb random_state 2 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8459238354237063, 'max_delta_step': 92.95724645929766, 'max_depth': 16, 'min_child_weight': 96.39424661279234, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2}
2020-10-26 12:28:57,954 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_alpha = 8.744995600998756 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,954 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_alpha 8.744995600998756 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8459238354237063, 'max_delta_step': 92.95724645929766, 'max_depth': 16, 'min_child_weight': 96.39424661279234, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 8.744995600998756}
2020-10-26 12:28:57,955 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_lambda = 0.709134963588034 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,955 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_lambda 0.709134963588034 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8459238354237063, 'max_delta_step': 92.95724645929766, 'max_depth': 16, 'min_child_weight': 96.39424661279234, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 8.744995600998756, 'reg_lambda': 0.709134963588034}
2020-10-26 12:28:57,955 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set scale_pos_weight = 5.419088512673177 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,955 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb scale_pos_weight 5.419088512673177 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8459238354237063, 'max_delta_step': 92.95724645929766, 'max_depth': 16, 'min_child_weight': 96.39424661279234, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 8.744995600998756, 'reg_lambda': 0.709134963588034, 'scale_pos_weight': 5.419088512673177}
2020-10-26 12:28:57,956 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample = 0.654728389613463 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,956 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample 0.654728389613463 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8459238354237063, 'max_delta_step': 92.95724645929766, 'max_depth': 16, 'min_child_weight': 96.39424661279234, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 8.744995600998756, 'reg_lambda': 0.709134963588034, 'scale_pos_weight': 5.419088512673177, 'subsample': 0.654728389613463}
2020-10-26 12:28:57,956 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set tree_method = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,956 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb tree_method None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8459238354237063, 'max_delta_step': 92.95724645929766, 'max_depth': 16, 'min_child_weight': 96.39424661279234, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 8.744995600998756, 'reg_lambda': 0.709134963588034, 'scale_pos_weight': 5.419088512673177, 'subsample': 0.654728389613463, 'tree_method': None}
2020-10-26 12:28:57,957 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set validate_parameters = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,957 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb validate_parameters None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8459238354237063, 'max_delta_step': 92.95724645929766, 'max_depth': 16, 'min_child_weight': 96.39424661279234, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 8.744995600998756, 'reg_lambda': 0.709134963588034, 'scale_pos_weight': 5.419088512673177, 'subsample': 0.654728389613463, 'tree_method': None, 'validate_parameters': None}
2020-10-26 12:28:57,957 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set verbosity = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3303610>>
2020-10-26 12:28:57,957 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb verbosity None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.07554823907035457, 'colsample_bynode': 0.42254214622790787, 'colsample_bytree': 0.2748077127354308, 'gamma': 31.972009723165495, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8459238354237063, 'max_delta_step': 92.95724645929766, 'max_depth': 16, 'min_child_weight': 96.39424661279234, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 8.744995600998756, 'reg_lambda': 0.709134963588034, 'scale_pos_weight': 5.419088512673177, 'subsample': 0.654728389613463, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}
2020-10-26 12:28:57,958 INFO    MainThread:12940 [wandb_run.py:finish():988] finishing run srosy/runs-from-for-loop/1nmhvw24
