2020-10-26 12:10:03,008 INFO    MainThread:12940 [wandb_init.py:_log_setup():293] Logging user logs to wandb\run-20201026_121003-xar1jw3g\logs\debug.log
2020-10-26 12:10:04,709 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bynode 0.12297260018738243 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243}
2020-10-26 12:10:04,709 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bytree = 0.1715396735550312 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,709 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bytree 0.1715396735550312 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312}
2020-10-26 12:10:04,710 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gamma = 93.63106992197162 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,710 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gamma 93.63106992197162 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162}
2020-10-26 12:10:04,710 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gpu_id = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,710 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gpu_id None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None}
2020-10-26 12:10:04,710 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set importance_type = gain - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,711 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb importance_type gain {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain'}
2020-10-26 12:10:04,711 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set interaction_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,711 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb interaction_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None}
2020-10-26 12:10:04,711 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set learning_rate = 0.5065387214733345 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,711 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb learning_rate 0.5065387214733345 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5065387214733345}
2020-10-26 12:10:04,712 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_delta_step = 5.437555220495582 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,712 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_delta_step 5.437555220495582 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5065387214733345, 'max_delta_step': 5.437555220495582}
2020-10-26 12:10:04,712 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_depth = 19 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,712 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_depth 19 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5065387214733345, 'max_delta_step': 5.437555220495582, 'max_depth': 19}
2020-10-26 12:10:04,713 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set min_child_weight = 15.836790753371943 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,713 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb min_child_weight 15.836790753371943 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5065387214733345, 'max_delta_step': 5.437555220495582, 'max_depth': 19, 'min_child_weight': 15.836790753371943}
2020-10-26 12:10:04,713 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set missing = nan - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,714 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb missing nan {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5065387214733345, 'max_delta_step': 5.437555220495582, 'max_depth': 19, 'min_child_weight': 15.836790753371943, 'missing': nan}
2020-10-26 12:10:04,714 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set monotone_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,714 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb monotone_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5065387214733345, 'max_delta_step': 5.437555220495582, 'max_depth': 19, 'min_child_weight': 15.836790753371943, 'missing': nan, 'monotone_constraints': None}
2020-10-26 12:10:04,714 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_estimators = 100 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,715 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_estimators 100 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5065387214733345, 'max_delta_step': 5.437555220495582, 'max_depth': 19, 'min_child_weight': 15.836790753371943, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100}
2020-10-26 12:10:04,715 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_jobs = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,715 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_jobs None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5065387214733345, 'max_delta_step': 5.437555220495582, 'max_depth': 19, 'min_child_weight': 15.836790753371943, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None}
2020-10-26 12:10:04,715 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set num_parallel_tree = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,715 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb num_parallel_tree None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5065387214733345, 'max_delta_step': 5.437555220495582, 'max_depth': 19, 'min_child_weight': 15.836790753371943, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None}
2020-10-26 12:10:04,716 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set random_state = 2 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,716 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb random_state 2 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5065387214733345, 'max_delta_step': 5.437555220495582, 'max_depth': 19, 'min_child_weight': 15.836790753371943, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2}
2020-10-26 12:10:04,716 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_alpha = 0.9767302609405626 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,717 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_alpha 0.9767302609405626 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5065387214733345, 'max_delta_step': 5.437555220495582, 'max_depth': 19, 'min_child_weight': 15.836790753371943, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.9767302609405626}
2020-10-26 12:10:04,717 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_lambda = 4.830271270886389 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,717 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_lambda 4.830271270886389 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5065387214733345, 'max_delta_step': 5.437555220495582, 'max_depth': 19, 'min_child_weight': 15.836790753371943, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.9767302609405626, 'reg_lambda': 4.830271270886389}
2020-10-26 12:10:04,717 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set scale_pos_weight = 14.570513143950446 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,717 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb scale_pos_weight 14.570513143950446 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5065387214733345, 'max_delta_step': 5.437555220495582, 'max_depth': 19, 'min_child_weight': 15.836790753371943, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.9767302609405626, 'reg_lambda': 4.830271270886389, 'scale_pos_weight': 14.570513143950446}
2020-10-26 12:10:04,718 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample = 0.9757927544473428 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,718 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample 0.9757927544473428 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5065387214733345, 'max_delta_step': 5.437555220495582, 'max_depth': 19, 'min_child_weight': 15.836790753371943, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.9767302609405626, 'reg_lambda': 4.830271270886389, 'scale_pos_weight': 14.570513143950446, 'subsample': 0.9757927544473428}
2020-10-26 12:10:04,718 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set tree_method = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,718 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb tree_method None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5065387214733345, 'max_delta_step': 5.437555220495582, 'max_depth': 19, 'min_child_weight': 15.836790753371943, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.9767302609405626, 'reg_lambda': 4.830271270886389, 'scale_pos_weight': 14.570513143950446, 'subsample': 0.9757927544473428, 'tree_method': None}
2020-10-26 12:10:04,719 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set validate_parameters = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,719 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb validate_parameters None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5065387214733345, 'max_delta_step': 5.437555220495582, 'max_depth': 19, 'min_child_weight': 15.836790753371943, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.9767302609405626, 'reg_lambda': 4.830271270886389, 'scale_pos_weight': 14.570513143950446, 'subsample': 0.9757927544473428, 'tree_method': None, 'validate_parameters': None}
2020-10-26 12:10:04,719 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set verbosity = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E1F30400>>
2020-10-26 12:10:04,719 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb verbosity None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.27589992143580444, 'colsample_bynode': 0.12297260018738243, 'colsample_bytree': 0.1715396735550312, 'gamma': 93.63106992197162, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5065387214733345, 'max_delta_step': 5.437555220495582, 'max_depth': 19, 'min_child_weight': 15.836790753371943, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.9767302609405626, 'reg_lambda': 4.830271270886389, 'scale_pos_weight': 14.570513143950446, 'subsample': 0.9757927544473428, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}
2020-10-26 12:10:04,720 INFO    MainThread:12940 [wandb_run.py:finish():988] finishing run srosy/runs-from-for-loop/xar1jw3g
