2020-10-26 13:07:09,733 INFO    MainThread:12940 [wandb_init.py:_log_setup():293] Logging user logs to wandb\run-20201026_130709-1b5w8u6i\logs\debug.log
2020-10-26 13:07:11,589 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bynode 0.2817527683275048 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048}
2020-10-26 13:07:11,590 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bytree = 0.12533729511767808 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,590 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bytree 0.12533729511767808 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808}
2020-10-26 13:07:11,590 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gamma = 18.811880866956116 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,590 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gamma 18.811880866956116 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116}
2020-10-26 13:07:11,590 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gpu_id = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,591 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gpu_id None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None}
2020-10-26 13:07:11,591 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set importance_type = gain - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,591 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb importance_type gain {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain'}
2020-10-26 13:07:11,591 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set interaction_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,592 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb interaction_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None}
2020-10-26 13:07:11,592 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set learning_rate = 0.841428343500264 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,592 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb learning_rate 0.841428343500264 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.841428343500264}
2020-10-26 13:07:11,592 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_delta_step = 16.75601652088338 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,593 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_delta_step 16.75601652088338 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.841428343500264, 'max_delta_step': 16.75601652088338}
2020-10-26 13:07:11,593 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_depth = 11 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,593 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_depth 11 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.841428343500264, 'max_delta_step': 16.75601652088338, 'max_depth': 11}
2020-10-26 13:07:11,593 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set min_child_weight = 12.910348189676727 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,594 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb min_child_weight 12.910348189676727 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.841428343500264, 'max_delta_step': 16.75601652088338, 'max_depth': 11, 'min_child_weight': 12.910348189676727}
2020-10-26 13:07:11,594 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set missing = nan - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,594 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb missing nan {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.841428343500264, 'max_delta_step': 16.75601652088338, 'max_depth': 11, 'min_child_weight': 12.910348189676727, 'missing': nan}
2020-10-26 13:07:11,594 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set monotone_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,595 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb monotone_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.841428343500264, 'max_delta_step': 16.75601652088338, 'max_depth': 11, 'min_child_weight': 12.910348189676727, 'missing': nan, 'monotone_constraints': None}
2020-10-26 13:07:11,595 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_estimators = 100 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,595 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_estimators 100 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.841428343500264, 'max_delta_step': 16.75601652088338, 'max_depth': 11, 'min_child_weight': 12.910348189676727, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100}
2020-10-26 13:07:11,596 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_jobs = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,596 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_jobs None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.841428343500264, 'max_delta_step': 16.75601652088338, 'max_depth': 11, 'min_child_weight': 12.910348189676727, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None}
2020-10-26 13:07:11,596 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set num_parallel_tree = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,596 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb num_parallel_tree None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.841428343500264, 'max_delta_step': 16.75601652088338, 'max_depth': 11, 'min_child_weight': 12.910348189676727, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None}
2020-10-26 13:07:11,596 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set random_state = 2 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,596 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb random_state 2 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.841428343500264, 'max_delta_step': 16.75601652088338, 'max_depth': 11, 'min_child_weight': 12.910348189676727, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2}
2020-10-26 13:07:11,597 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_alpha = 1.827875151305281 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,597 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_alpha 1.827875151305281 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.841428343500264, 'max_delta_step': 16.75601652088338, 'max_depth': 11, 'min_child_weight': 12.910348189676727, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 1.827875151305281}
2020-10-26 13:07:11,597 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_lambda = 7.979257284162111 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,597 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_lambda 7.979257284162111 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.841428343500264, 'max_delta_step': 16.75601652088338, 'max_depth': 11, 'min_child_weight': 12.910348189676727, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 1.827875151305281, 'reg_lambda': 7.979257284162111}
2020-10-26 13:07:11,598 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set scale_pos_weight = 8.892720261540898 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,598 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb scale_pos_weight 8.892720261540898 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.841428343500264, 'max_delta_step': 16.75601652088338, 'max_depth': 11, 'min_child_weight': 12.910348189676727, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 1.827875151305281, 'reg_lambda': 7.979257284162111, 'scale_pos_weight': 8.892720261540898}
2020-10-26 13:07:11,598 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample = 1.0 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,598 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample 1.0 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.841428343500264, 'max_delta_step': 16.75601652088338, 'max_depth': 11, 'min_child_weight': 12.910348189676727, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 1.827875151305281, 'reg_lambda': 7.979257284162111, 'scale_pos_weight': 8.892720261540898, 'subsample': 1.0}
2020-10-26 13:07:11,599 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set tree_method = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,599 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb tree_method None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.841428343500264, 'max_delta_step': 16.75601652088338, 'max_depth': 11, 'min_child_weight': 12.910348189676727, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 1.827875151305281, 'reg_lambda': 7.979257284162111, 'scale_pos_weight': 8.892720261540898, 'subsample': 1.0, 'tree_method': None}
2020-10-26 13:07:11,599 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set validate_parameters = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,599 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb validate_parameters None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.841428343500264, 'max_delta_step': 16.75601652088338, 'max_depth': 11, 'min_child_weight': 12.910348189676727, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 1.827875151305281, 'reg_lambda': 7.979257284162111, 'scale_pos_weight': 8.892720261540898, 'subsample': 1.0, 'tree_method': None, 'validate_parameters': None}
2020-10-26 13:07:11,600 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set verbosity = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A0FF40>>
2020-10-26 13:07:11,600 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb verbosity None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.9374500425771969, 'colsample_bynode': 0.2817527683275048, 'colsample_bytree': 0.12533729511767808, 'gamma': 18.811880866956116, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.841428343500264, 'max_delta_step': 16.75601652088338, 'max_depth': 11, 'min_child_weight': 12.910348189676727, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 1.827875151305281, 'reg_lambda': 7.979257284162111, 'scale_pos_weight': 8.892720261540898, 'subsample': 1.0, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}
2020-10-26 13:07:11,600 INFO    MainThread:12940 [wandb_run.py:finish():988] finishing run srosy/runs-from-for-loop/1b5w8u6i
