2020-10-26 12:25:38,838 INFO    MainThread:12940 [wandb_init.py:_log_setup():293] Logging user logs to wandb\run-20201026_122538-e4hbm9ee\logs\debug.log
2020-10-26 12:25:40,579 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gpu_id None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None}
2020-10-26 12:25:40,580 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set importance_type = gain - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,580 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb importance_type gain {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain'}
2020-10-26 12:25:40,580 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set interaction_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,580 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb interaction_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None}
2020-10-26 12:25:40,580 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set learning_rate = 0.8495762684093363 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,581 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb learning_rate 0.8495762684093363 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8495762684093363}
2020-10-26 12:25:40,581 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_delta_step = 0.10706665377709923 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,581 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_delta_step 0.10706665377709923 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8495762684093363, 'max_delta_step': 0.10706665377709923}
2020-10-26 12:25:40,581 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_depth = 16 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,582 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_depth 16 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8495762684093363, 'max_delta_step': 0.10706665377709923, 'max_depth': 16}
2020-10-26 12:25:40,582 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set min_child_weight = 29.451890823770643 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,582 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb min_child_weight 29.451890823770643 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8495762684093363, 'max_delta_step': 0.10706665377709923, 'max_depth': 16, 'min_child_weight': 29.451890823770643}
2020-10-26 12:25:40,582 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set missing = nan - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,583 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb missing nan {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8495762684093363, 'max_delta_step': 0.10706665377709923, 'max_depth': 16, 'min_child_weight': 29.451890823770643, 'missing': nan}
2020-10-26 12:25:40,583 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set monotone_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,583 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb monotone_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8495762684093363, 'max_delta_step': 0.10706665377709923, 'max_depth': 16, 'min_child_weight': 29.451890823770643, 'missing': nan, 'monotone_constraints': None}
2020-10-26 12:25:40,583 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_estimators = 100 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,584 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_estimators 100 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8495762684093363, 'max_delta_step': 0.10706665377709923, 'max_depth': 16, 'min_child_weight': 29.451890823770643, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100}
2020-10-26 12:25:40,584 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_jobs = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,584 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_jobs None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8495762684093363, 'max_delta_step': 0.10706665377709923, 'max_depth': 16, 'min_child_weight': 29.451890823770643, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None}
2020-10-26 12:25:40,584 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set num_parallel_tree = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,585 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb num_parallel_tree None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8495762684093363, 'max_delta_step': 0.10706665377709923, 'max_depth': 16, 'min_child_weight': 29.451890823770643, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None}
2020-10-26 12:25:40,585 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set random_state = 2 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,585 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb random_state 2 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8495762684093363, 'max_delta_step': 0.10706665377709923, 'max_depth': 16, 'min_child_weight': 29.451890823770643, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2}
2020-10-26 12:25:40,585 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_alpha = 2.04333582290656 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,585 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_alpha 2.04333582290656 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8495762684093363, 'max_delta_step': 0.10706665377709923, 'max_depth': 16, 'min_child_weight': 29.451890823770643, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 2.04333582290656}
2020-10-26 12:25:40,586 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_lambda = 1.3058529560818743 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,586 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_lambda 1.3058529560818743 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8495762684093363, 'max_delta_step': 0.10706665377709923, 'max_depth': 16, 'min_child_weight': 29.451890823770643, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 2.04333582290656, 'reg_lambda': 1.3058529560818743}
2020-10-26 12:25:40,586 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set scale_pos_weight = 2.493470097099391 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,586 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb scale_pos_weight 2.493470097099391 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8495762684093363, 'max_delta_step': 0.10706665377709923, 'max_depth': 16, 'min_child_weight': 29.451890823770643, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 2.04333582290656, 'reg_lambda': 1.3058529560818743, 'scale_pos_weight': 2.493470097099391}
2020-10-26 12:25:40,587 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample = 0.5909173883714031 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,587 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample 0.5909173883714031 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8495762684093363, 'max_delta_step': 0.10706665377709923, 'max_depth': 16, 'min_child_weight': 29.451890823770643, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 2.04333582290656, 'reg_lambda': 1.3058529560818743, 'scale_pos_weight': 2.493470097099391, 'subsample': 0.5909173883714031}
2020-10-26 12:25:40,587 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set tree_method = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,587 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb tree_method None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8495762684093363, 'max_delta_step': 0.10706665377709923, 'max_depth': 16, 'min_child_weight': 29.451890823770643, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 2.04333582290656, 'reg_lambda': 1.3058529560818743, 'scale_pos_weight': 2.493470097099391, 'subsample': 0.5909173883714031, 'tree_method': None}
2020-10-26 12:25:40,588 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set validate_parameters = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,588 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb validate_parameters None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8495762684093363, 'max_delta_step': 0.10706665377709923, 'max_depth': 16, 'min_child_weight': 29.451890823770643, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 2.04333582290656, 'reg_lambda': 1.3058529560818743, 'scale_pos_weight': 2.493470097099391, 'subsample': 0.5909173883714031, 'tree_method': None, 'validate_parameters': None}
2020-10-26 12:25:40,588 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set verbosity = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E225FF40>>
2020-10-26 12:25:40,588 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb verbosity None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8447768184691449, 'colsample_bynode': 0.7083075098964013, 'colsample_bytree': 0.47977523951918755, 'gamma': 17.00129201185928, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8495762684093363, 'max_delta_step': 0.10706665377709923, 'max_depth': 16, 'min_child_weight': 29.451890823770643, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 2.04333582290656, 'reg_lambda': 1.3058529560818743, 'scale_pos_weight': 2.493470097099391, 'subsample': 0.5909173883714031, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}
2020-10-26 12:25:40,589 INFO    MainThread:12940 [wandb_run.py:finish():988] finishing run srosy/runs-from-for-loop/e4hbm9ee
