2020-10-26 13:06:56,319 INFO    MainThread:12940 [wandb_init.py:_log_setup():293] Logging user logs to wandb\run-20201026_130656-b96jbefh\logs\debug.log
2020-10-26 13:06:58,131 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bynode 0.7383457024851089 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089}
2020-10-26 13:06:58,132 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bytree = 0.1345922767594443 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,132 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bytree 0.1345922767594443 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443}
2020-10-26 13:06:58,132 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gamma = 19.025348397630893 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,132 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gamma 19.025348397630893 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893}
2020-10-26 13:06:58,133 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gpu_id = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,133 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gpu_id None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None}
2020-10-26 13:06:58,134 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set importance_type = gain - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,134 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb importance_type gain {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain'}
2020-10-26 13:06:58,134 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set interaction_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,134 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb interaction_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None}
2020-10-26 13:06:58,134 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set learning_rate = 0.33489303512354585 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,134 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb learning_rate 0.33489303512354585 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.33489303512354585}
2020-10-26 13:06:58,135 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_delta_step = 31.222950886307554 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,135 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_delta_step 31.222950886307554 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.33489303512354585, 'max_delta_step': 31.222950886307554}
2020-10-26 13:06:58,135 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_depth = 18 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,135 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_depth 18 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.33489303512354585, 'max_delta_step': 31.222950886307554, 'max_depth': 18}
2020-10-26 13:06:58,136 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set min_child_weight = 12.518204441006663 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,136 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb min_child_weight 12.518204441006663 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.33489303512354585, 'max_delta_step': 31.222950886307554, 'max_depth': 18, 'min_child_weight': 12.518204441006663}
2020-10-26 13:06:58,136 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set missing = nan - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,136 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb missing nan {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.33489303512354585, 'max_delta_step': 31.222950886307554, 'max_depth': 18, 'min_child_weight': 12.518204441006663, 'missing': nan}
2020-10-26 13:06:58,137 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set monotone_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,137 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb monotone_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.33489303512354585, 'max_delta_step': 31.222950886307554, 'max_depth': 18, 'min_child_weight': 12.518204441006663, 'missing': nan, 'monotone_constraints': None}
2020-10-26 13:06:58,137 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_estimators = 100 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,137 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_estimators 100 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.33489303512354585, 'max_delta_step': 31.222950886307554, 'max_depth': 18, 'min_child_weight': 12.518204441006663, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100}
2020-10-26 13:06:58,138 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_jobs = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,138 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_jobs None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.33489303512354585, 'max_delta_step': 31.222950886307554, 'max_depth': 18, 'min_child_weight': 12.518204441006663, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None}
2020-10-26 13:06:58,138 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set num_parallel_tree = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,138 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb num_parallel_tree None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.33489303512354585, 'max_delta_step': 31.222950886307554, 'max_depth': 18, 'min_child_weight': 12.518204441006663, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None}
2020-10-26 13:06:58,139 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set random_state = 2 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,139 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb random_state 2 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.33489303512354585, 'max_delta_step': 31.222950886307554, 'max_depth': 18, 'min_child_weight': 12.518204441006663, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2}
2020-10-26 13:06:58,139 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_alpha = 1.6143474987707485 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,139 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_alpha 1.6143474987707485 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.33489303512354585, 'max_delta_step': 31.222950886307554, 'max_depth': 18, 'min_child_weight': 12.518204441006663, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 1.6143474987707485}
2020-10-26 13:06:58,140 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_lambda = 4.840214339737407 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,140 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_lambda 4.840214339737407 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.33489303512354585, 'max_delta_step': 31.222950886307554, 'max_depth': 18, 'min_child_weight': 12.518204441006663, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 1.6143474987707485, 'reg_lambda': 4.840214339737407}
2020-10-26 13:06:58,140 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set scale_pos_weight = 1.247128490878218 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,140 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb scale_pos_weight 1.247128490878218 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.33489303512354585, 'max_delta_step': 31.222950886307554, 'max_depth': 18, 'min_child_weight': 12.518204441006663, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 1.6143474987707485, 'reg_lambda': 4.840214339737407, 'scale_pos_weight': 1.247128490878218}
2020-10-26 13:06:58,140 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample = 0.9032093561902977 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,141 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample 0.9032093561902977 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.33489303512354585, 'max_delta_step': 31.222950886307554, 'max_depth': 18, 'min_child_weight': 12.518204441006663, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 1.6143474987707485, 'reg_lambda': 4.840214339737407, 'scale_pos_weight': 1.247128490878218, 'subsample': 0.9032093561902977}
2020-10-26 13:06:58,141 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set tree_method = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,141 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb tree_method None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.33489303512354585, 'max_delta_step': 31.222950886307554, 'max_depth': 18, 'min_child_weight': 12.518204441006663, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 1.6143474987707485, 'reg_lambda': 4.840214339737407, 'scale_pos_weight': 1.247128490878218, 'subsample': 0.9032093561902977, 'tree_method': None}
2020-10-26 13:06:58,141 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set validate_parameters = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,141 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb validate_parameters None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.33489303512354585, 'max_delta_step': 31.222950886307554, 'max_depth': 18, 'min_child_weight': 12.518204441006663, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 1.6143474987707485, 'reg_lambda': 4.840214339737407, 'scale_pos_weight': 1.247128490878218, 'subsample': 0.9032093561902977, 'tree_method': None, 'validate_parameters': None}
2020-10-26 13:06:58,142 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set verbosity = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3A1A400>>
2020-10-26 13:06:58,142 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb verbosity None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.18760691488262127, 'colsample_bynode': 0.7383457024851089, 'colsample_bytree': 0.1345922767594443, 'gamma': 19.025348397630893, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.33489303512354585, 'max_delta_step': 31.222950886307554, 'max_depth': 18, 'min_child_weight': 12.518204441006663, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 1.6143474987707485, 'reg_lambda': 4.840214339737407, 'scale_pos_weight': 1.247128490878218, 'subsample': 0.9032093561902977, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}
2020-10-26 13:06:58,142 INFO    MainThread:12940 [wandb_run.py:finish():988] finishing run srosy/runs-from-for-loop/b96jbefh
