2020-10-26 12:32:06,333 INFO    MainThread:12940 [wandb_init.py:_log_setup():293] Logging user logs to wandb\run-20201026_123206-36k04uzc\logs\debug.log
2020-10-26 12:32:08,019 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bylevel 0.15693482239990253 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253}
2020-10-26 12:32:08,020 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bynode = 0.2475935262837765 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,020 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bynode 0.2475935262837765 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765}
2020-10-26 12:32:08,020 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bytree = 0.8171292938336706 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,020 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bytree 0.8171292938336706 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706}
2020-10-26 12:32:08,020 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gamma = 18.82587021284554 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,021 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gamma 18.82587021284554 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554}
2020-10-26 12:32:08,021 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gpu_id = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,021 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gpu_id None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None}
2020-10-26 12:32:08,021 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set importance_type = gain - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,021 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb importance_type gain {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain'}
2020-10-26 12:32:08,022 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set interaction_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,022 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb interaction_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None}
2020-10-26 12:32:08,022 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set learning_rate = 0.2125650006305233 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,022 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb learning_rate 0.2125650006305233 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.2125650006305233}
2020-10-26 12:32:08,023 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_delta_step = 83.99375748897187 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,023 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_delta_step 83.99375748897187 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.2125650006305233, 'max_delta_step': 83.99375748897187}
2020-10-26 12:32:08,023 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_depth = 10 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,023 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_depth 10 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.2125650006305233, 'max_delta_step': 83.99375748897187, 'max_depth': 10}
2020-10-26 12:32:08,024 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set min_child_weight = 1.3039869380258584 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,024 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb min_child_weight 1.3039869380258584 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.2125650006305233, 'max_delta_step': 83.99375748897187, 'max_depth': 10, 'min_child_weight': 1.3039869380258584}
2020-10-26 12:32:08,024 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set missing = nan - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,024 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb missing nan {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.2125650006305233, 'max_delta_step': 83.99375748897187, 'max_depth': 10, 'min_child_weight': 1.3039869380258584, 'missing': nan}
2020-10-26 12:32:08,025 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set monotone_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,025 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb monotone_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.2125650006305233, 'max_delta_step': 83.99375748897187, 'max_depth': 10, 'min_child_weight': 1.3039869380258584, 'missing': nan, 'monotone_constraints': None}
2020-10-26 12:32:08,025 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_estimators = 100 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,026 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_estimators 100 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.2125650006305233, 'max_delta_step': 83.99375748897187, 'max_depth': 10, 'min_child_weight': 1.3039869380258584, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100}
2020-10-26 12:32:08,026 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_jobs = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,026 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_jobs None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.2125650006305233, 'max_delta_step': 83.99375748897187, 'max_depth': 10, 'min_child_weight': 1.3039869380258584, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None}
2020-10-26 12:32:08,026 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set num_parallel_tree = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,026 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb num_parallel_tree None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.2125650006305233, 'max_delta_step': 83.99375748897187, 'max_depth': 10, 'min_child_weight': 1.3039869380258584, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None}
2020-10-26 12:32:08,027 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set random_state = 2 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,027 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb random_state 2 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.2125650006305233, 'max_delta_step': 83.99375748897187, 'max_depth': 10, 'min_child_weight': 1.3039869380258584, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2}
2020-10-26 12:32:08,027 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_alpha = 3.751114707392087 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,027 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_alpha 3.751114707392087 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.2125650006305233, 'max_delta_step': 83.99375748897187, 'max_depth': 10, 'min_child_weight': 1.3039869380258584, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 3.751114707392087}
2020-10-26 12:32:08,028 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_lambda = 4.923418091542544 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,028 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_lambda 4.923418091542544 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.2125650006305233, 'max_delta_step': 83.99375748897187, 'max_depth': 10, 'min_child_weight': 1.3039869380258584, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 3.751114707392087, 'reg_lambda': 4.923418091542544}
2020-10-26 12:32:08,028 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set scale_pos_weight = 5.4548304669642045 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,028 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb scale_pos_weight 5.4548304669642045 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.2125650006305233, 'max_delta_step': 83.99375748897187, 'max_depth': 10, 'min_child_weight': 1.3039869380258584, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 3.751114707392087, 'reg_lambda': 4.923418091542544, 'scale_pos_weight': 5.4548304669642045}
2020-10-26 12:32:08,029 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample = 0.1463382019631997 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,029 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample 0.1463382019631997 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.2125650006305233, 'max_delta_step': 83.99375748897187, 'max_depth': 10, 'min_child_weight': 1.3039869380258584, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 3.751114707392087, 'reg_lambda': 4.923418091542544, 'scale_pos_weight': 5.4548304669642045, 'subsample': 0.1463382019631997}
2020-10-26 12:32:08,029 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set tree_method = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,029 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb tree_method None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.2125650006305233, 'max_delta_step': 83.99375748897187, 'max_depth': 10, 'min_child_weight': 1.3039869380258584, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 3.751114707392087, 'reg_lambda': 4.923418091542544, 'scale_pos_weight': 5.4548304669642045, 'subsample': 0.1463382019631997, 'tree_method': None}
2020-10-26 12:32:08,030 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set validate_parameters = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,030 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb validate_parameters None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.2125650006305233, 'max_delta_step': 83.99375748897187, 'max_depth': 10, 'min_child_weight': 1.3039869380258584, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 3.751114707392087, 'reg_lambda': 4.923418091542544, 'scale_pos_weight': 5.4548304669642045, 'subsample': 0.1463382019631997, 'tree_method': None, 'validate_parameters': None}
2020-10-26 12:32:08,030 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set verbosity = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3374F40>>
2020-10-26 12:32:08,030 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb verbosity None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.15693482239990253, 'colsample_bynode': 0.2475935262837765, 'colsample_bytree': 0.8171292938336706, 'gamma': 18.82587021284554, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.2125650006305233, 'max_delta_step': 83.99375748897187, 'max_depth': 10, 'min_child_weight': 1.3039869380258584, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 3.751114707392087, 'reg_lambda': 4.923418091542544, 'scale_pos_weight': 5.4548304669642045, 'subsample': 0.1463382019631997, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}
2020-10-26 12:32:08,031 INFO    MainThread:12940 [wandb_run.py:finish():988] finishing run srosy/runs-from-for-loop/36k04uzc
