2020-10-26 13:43:54,279 INFO    MainThread:12940 [wandb_init.py:_log_setup():293] Logging user logs to wandb\run-20201026_134354-gi9cqevj\logs\debug.log
2020-10-26 13:43:55,962 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set importance_type = gain - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,962 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb importance_type gain {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain'}
2020-10-26 13:43:55,963 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set interaction_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,963 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb interaction_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None}
2020-10-26 13:43:55,963 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set learning_rate = 0.5689065261377823 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,963 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb learning_rate 0.5689065261377823 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5689065261377823}
2020-10-26 13:43:55,964 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_delta_step = 48.58607734756027 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,964 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_delta_step 48.58607734756027 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5689065261377823, 'max_delta_step': 48.58607734756027}
2020-10-26 13:43:55,964 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_depth = 20 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,964 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_depth 20 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5689065261377823, 'max_delta_step': 48.58607734756027, 'max_depth': 20}
2020-10-26 13:43:55,965 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set min_child_weight = 24.707097735558765 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,965 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb min_child_weight 24.707097735558765 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5689065261377823, 'max_delta_step': 48.58607734756027, 'max_depth': 20, 'min_child_weight': 24.707097735558765}
2020-10-26 13:43:55,965 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set missing = nan - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,965 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb missing nan {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5689065261377823, 'max_delta_step': 48.58607734756027, 'max_depth': 20, 'min_child_weight': 24.707097735558765, 'missing': nan}
2020-10-26 13:43:55,966 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set monotone_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,966 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb monotone_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5689065261377823, 'max_delta_step': 48.58607734756027, 'max_depth': 20, 'min_child_weight': 24.707097735558765, 'missing': nan, 'monotone_constraints': None}
2020-10-26 13:43:55,966 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_estimators = 100 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,966 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_estimators 100 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5689065261377823, 'max_delta_step': 48.58607734756027, 'max_depth': 20, 'min_child_weight': 24.707097735558765, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100}
2020-10-26 13:43:55,967 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_jobs = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,967 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_jobs None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5689065261377823, 'max_delta_step': 48.58607734756027, 'max_depth': 20, 'min_child_weight': 24.707097735558765, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None}
2020-10-26 13:43:55,967 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set num_parallel_tree = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,967 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb num_parallel_tree None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5689065261377823, 'max_delta_step': 48.58607734756027, 'max_depth': 20, 'min_child_weight': 24.707097735558765, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None}
2020-10-26 13:43:55,968 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set random_state = 2 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,968 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb random_state 2 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5689065261377823, 'max_delta_step': 48.58607734756027, 'max_depth': 20, 'min_child_weight': 24.707097735558765, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2}
2020-10-26 13:43:55,968 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_alpha = 2.9098103539981057 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,968 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_alpha 2.9098103539981057 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5689065261377823, 'max_delta_step': 48.58607734756027, 'max_depth': 20, 'min_child_weight': 24.707097735558765, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 2.9098103539981057}
2020-10-26 13:43:55,969 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_lambda = 6.889919507650075 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,969 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_lambda 6.889919507650075 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5689065261377823, 'max_delta_step': 48.58607734756027, 'max_depth': 20, 'min_child_weight': 24.707097735558765, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 2.9098103539981057, 'reg_lambda': 6.889919507650075}
2020-10-26 13:43:55,969 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set scale_pos_weight = 10.86389366677491 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,969 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb scale_pos_weight 10.86389366677491 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5689065261377823, 'max_delta_step': 48.58607734756027, 'max_depth': 20, 'min_child_weight': 24.707097735558765, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 2.9098103539981057, 'reg_lambda': 6.889919507650075, 'scale_pos_weight': 10.86389366677491}
2020-10-26 13:43:55,969 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample = 1.0 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,970 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample 1.0 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5689065261377823, 'max_delta_step': 48.58607734756027, 'max_depth': 20, 'min_child_weight': 24.707097735558765, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 2.9098103539981057, 'reg_lambda': 6.889919507650075, 'scale_pos_weight': 10.86389366677491, 'subsample': 1.0}
2020-10-26 13:43:55,970 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set tree_method = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,970 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb tree_method None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5689065261377823, 'max_delta_step': 48.58607734756027, 'max_depth': 20, 'min_child_weight': 24.707097735558765, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 2.9098103539981057, 'reg_lambda': 6.889919507650075, 'scale_pos_weight': 10.86389366677491, 'subsample': 1.0, 'tree_method': None}
2020-10-26 13:43:55,970 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set validate_parameters = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,970 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb validate_parameters None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5689065261377823, 'max_delta_step': 48.58607734756027, 'max_depth': 20, 'min_child_weight': 24.707097735558765, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 2.9098103539981057, 'reg_lambda': 6.889919507650075, 'scale_pos_weight': 10.86389366677491, 'subsample': 1.0, 'tree_method': None, 'validate_parameters': None}
2020-10-26 13:43:55,971 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set verbosity = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E605F3A0>>
2020-10-26 13:43:55,971 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb verbosity None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.1205170820391434, 'colsample_bynode': 1.0, 'colsample_bytree': 0.07240386967920193, 'gamma': 14.505657821598799, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.5689065261377823, 'max_delta_step': 48.58607734756027, 'max_depth': 20, 'min_child_weight': 24.707097735558765, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 2.9098103539981057, 'reg_lambda': 6.889919507650075, 'scale_pos_weight': 10.86389366677491, 'subsample': 1.0, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}
2020-10-26 13:43:55,971 INFO    MainThread:12940 [wandb_run.py:finish():988] finishing run srosy/runs-from-for-loop/gi9cqevj
