2020-10-26 12:51:49,042 INFO    MainThread:12940 [wandb_init.py:_log_setup():293] Logging user logs to wandb\run-20201026_125149-39lwe9te\logs\debug.log
2020-10-26 12:51:50,755 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bynode 0.45022273256121303 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303}
2020-10-26 12:51:50,756 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bytree = 0.9417067513285133 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,756 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bytree 0.9417067513285133 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133}
2020-10-26 12:51:50,756 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gamma = 76.13752020087196 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,756 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gamma 76.13752020087196 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196}
2020-10-26 12:51:50,756 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gpu_id = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,757 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gpu_id None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None}
2020-10-26 12:51:50,757 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set importance_type = gain - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,757 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb importance_type gain {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain'}
2020-10-26 12:51:50,757 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set interaction_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,758 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb interaction_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None}
2020-10-26 12:51:50,758 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set learning_rate = 0.9518548820762593 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,758 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb learning_rate 0.9518548820762593 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.9518548820762593}
2020-10-26 12:51:50,758 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_delta_step = 19.404554475423495 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,759 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_delta_step 19.404554475423495 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.9518548820762593, 'max_delta_step': 19.404554475423495}
2020-10-26 12:51:50,759 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_depth = 9 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,759 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_depth 9 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.9518548820762593, 'max_delta_step': 19.404554475423495, 'max_depth': 9}
2020-10-26 12:51:50,759 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set min_child_weight = 98.19356857761508 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,760 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb min_child_weight 98.19356857761508 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.9518548820762593, 'max_delta_step': 19.404554475423495, 'max_depth': 9, 'min_child_weight': 98.19356857761508}
2020-10-26 12:51:50,760 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set missing = nan - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,760 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb missing nan {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.9518548820762593, 'max_delta_step': 19.404554475423495, 'max_depth': 9, 'min_child_weight': 98.19356857761508, 'missing': nan}
2020-10-26 12:51:50,760 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set monotone_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,761 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb monotone_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.9518548820762593, 'max_delta_step': 19.404554475423495, 'max_depth': 9, 'min_child_weight': 98.19356857761508, 'missing': nan, 'monotone_constraints': None}
2020-10-26 12:51:50,761 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_estimators = 100 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,761 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_estimators 100 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.9518548820762593, 'max_delta_step': 19.404554475423495, 'max_depth': 9, 'min_child_weight': 98.19356857761508, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100}
2020-10-26 12:51:50,762 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_jobs = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,762 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_jobs None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.9518548820762593, 'max_delta_step': 19.404554475423495, 'max_depth': 9, 'min_child_weight': 98.19356857761508, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None}
2020-10-26 12:51:50,762 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set num_parallel_tree = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,762 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb num_parallel_tree None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.9518548820762593, 'max_delta_step': 19.404554475423495, 'max_depth': 9, 'min_child_weight': 98.19356857761508, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None}
2020-10-26 12:51:50,762 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set random_state = 2 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,762 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb random_state 2 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.9518548820762593, 'max_delta_step': 19.404554475423495, 'max_depth': 9, 'min_child_weight': 98.19356857761508, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2}
2020-10-26 12:51:50,763 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_alpha = 6.3664791633518645 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,763 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_alpha 6.3664791633518645 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.9518548820762593, 'max_delta_step': 19.404554475423495, 'max_depth': 9, 'min_child_weight': 98.19356857761508, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 6.3664791633518645}
2020-10-26 12:51:50,763 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_lambda = 5.609954504953329 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,763 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_lambda 5.609954504953329 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.9518548820762593, 'max_delta_step': 19.404554475423495, 'max_depth': 9, 'min_child_weight': 98.19356857761508, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 6.3664791633518645, 'reg_lambda': 5.609954504953329}
2020-10-26 12:51:50,764 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set scale_pos_weight = 16.82272830806333 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,764 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb scale_pos_weight 16.82272830806333 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.9518548820762593, 'max_delta_step': 19.404554475423495, 'max_depth': 9, 'min_child_weight': 98.19356857761508, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 6.3664791633518645, 'reg_lambda': 5.609954504953329, 'scale_pos_weight': 16.82272830806333}
2020-10-26 12:51:50,764 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample = 0.5802030934519825 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,764 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample 0.5802030934519825 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.9518548820762593, 'max_delta_step': 19.404554475423495, 'max_depth': 9, 'min_child_weight': 98.19356857761508, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 6.3664791633518645, 'reg_lambda': 5.609954504953329, 'scale_pos_weight': 16.82272830806333, 'subsample': 0.5802030934519825}
2020-10-26 12:51:50,765 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set tree_method = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,765 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb tree_method None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.9518548820762593, 'max_delta_step': 19.404554475423495, 'max_depth': 9, 'min_child_weight': 98.19356857761508, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 6.3664791633518645, 'reg_lambda': 5.609954504953329, 'scale_pos_weight': 16.82272830806333, 'subsample': 0.5802030934519825, 'tree_method': None}
2020-10-26 12:51:50,765 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set validate_parameters = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,765 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb validate_parameters None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.9518548820762593, 'max_delta_step': 19.404554475423495, 'max_depth': 9, 'min_child_weight': 98.19356857761508, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 6.3664791633518645, 'reg_lambda': 5.609954504953329, 'scale_pos_weight': 16.82272830806333, 'subsample': 0.5802030934519825, 'tree_method': None, 'validate_parameters': None}
2020-10-26 12:51:50,766 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set verbosity = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3748940>>
2020-10-26 12:51:50,766 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb verbosity None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.9876360046766477, 'colsample_bynode': 0.45022273256121303, 'colsample_bytree': 0.9417067513285133, 'gamma': 76.13752020087196, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.9518548820762593, 'max_delta_step': 19.404554475423495, 'max_depth': 9, 'min_child_weight': 98.19356857761508, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 6.3664791633518645, 'reg_lambda': 5.609954504953329, 'scale_pos_weight': 16.82272830806333, 'subsample': 0.5802030934519825, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}
2020-10-26 12:51:50,766 INFO    MainThread:12940 [wandb_run.py:finish():988] finishing run srosy/runs-from-for-loop/39lwe9te
