2020-10-26 15:00:31,297 INFO    MainThread:12940 [wandb_init.py:_log_setup():293] Logging user logs to wandb\run-20201026_150031-1nvx2yre\logs\debug.log
2020-10-26 15:00:32,985 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb learning_rate 0.017027911523313132 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'gbdt', 'class_weight': {0: 1, 1: 7}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.017027911523313132}
2020-10-26 15:00:32,985 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_depth = -1 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E86E06A0>>
2020-10-26 15:00:32,985 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_depth -1 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'gbdt', 'class_weight': {0: 1, 1: 7}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.017027911523313132, 'max_depth': -1}
2020-10-26 15:00:32,985 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set min_child_samples = 58 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E86E06A0>>
2020-10-26 15:00:32,985 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb min_child_samples 58 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'gbdt', 'class_weight': {0: 1, 1: 7}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.017027911523313132, 'max_depth': -1, 'min_child_samples': 58}
2020-10-26 15:00:32,986 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set min_child_weight = 0 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E86E06A0>>
2020-10-26 15:00:32,986 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb min_child_weight 0 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'gbdt', 'class_weight': {0: 1, 1: 7}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.017027911523313132, 'max_depth': -1, 'min_child_samples': 58, 'min_child_weight': 0}
2020-10-26 15:00:32,986 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set min_split_gain = 0 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E86E06A0>>
2020-10-26 15:00:32,986 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb min_split_gain 0 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'gbdt', 'class_weight': {0: 1, 1: 7}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.017027911523313132, 'max_depth': -1, 'min_child_samples': 58, 'min_child_weight': 0, 'min_split_gain': 0}
2020-10-26 15:00:32,986 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_estimators = 175 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E86E06A0>>
2020-10-26 15:00:32,987 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_estimators 175 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'gbdt', 'class_weight': {0: 1, 1: 7}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.017027911523313132, 'max_depth': -1, 'min_child_samples': 58, 'min_child_weight': 0, 'min_split_gain': 0, 'n_estimators': 175}
2020-10-26 15:00:32,987 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_jobs = -1 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E86E06A0>>
2020-10-26 15:00:32,987 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_jobs -1 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'gbdt', 'class_weight': {0: 1, 1: 7}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.017027911523313132, 'max_depth': -1, 'min_child_samples': 58, 'min_child_weight': 0, 'min_split_gain': 0, 'n_estimators': 175, 'n_jobs': -1}
2020-10-26 15:00:32,987 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set num_leaves = 29 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E86E06A0>>
2020-10-26 15:00:32,988 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb num_leaves 29 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'gbdt', 'class_weight': {0: 1, 1: 7}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.017027911523313132, 'max_depth': -1, 'min_child_samples': 58, 'min_child_weight': 0, 'min_split_gain': 0, 'n_estimators': 175, 'n_jobs': -1, 'num_leaves': 29}
2020-10-26 15:00:32,988 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set objective = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E86E06A0>>
2020-10-26 15:00:32,988 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb objective None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'gbdt', 'class_weight': {0: 1, 1: 7}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.017027911523313132, 'max_depth': -1, 'min_child_samples': 58, 'min_child_weight': 0, 'min_split_gain': 0, 'n_estimators': 175, 'n_jobs': -1, 'num_leaves': 29, 'objective': None}
2020-10-26 15:00:32,988 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set random_state = 2 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E86E06A0>>
2020-10-26 15:00:32,988 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb random_state 2 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'gbdt', 'class_weight': {0: 1, 1: 7}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.017027911523313132, 'max_depth': -1, 'min_child_samples': 58, 'min_child_weight': 0, 'min_split_gain': 0, 'n_estimators': 175, 'n_jobs': -1, 'num_leaves': 29, 'objective': None, 'random_state': 2}
2020-10-26 15:00:32,989 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_alpha = 0.0 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E86E06A0>>
2020-10-26 15:00:32,989 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_alpha 0.0 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'gbdt', 'class_weight': {0: 1, 1: 7}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.017027911523313132, 'max_depth': -1, 'min_child_samples': 58, 'min_child_weight': 0, 'min_split_gain': 0, 'n_estimators': 175, 'n_jobs': -1, 'num_leaves': 29, 'objective': None, 'random_state': 2, 'reg_alpha': 0.0}
2020-10-26 15:00:32,989 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_lambda = 0.0 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E86E06A0>>
2020-10-26 15:00:32,989 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_lambda 0.0 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'gbdt', 'class_weight': {0: 1, 1: 7}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.017027911523313132, 'max_depth': -1, 'min_child_samples': 58, 'min_child_weight': 0, 'min_split_gain': 0, 'n_estimators': 175, 'n_jobs': -1, 'num_leaves': 29, 'objective': None, 'random_state': 2, 'reg_alpha': 0.0, 'reg_lambda': 0.0}
2020-10-26 15:00:32,989 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set silent = True - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E86E06A0>>
2020-10-26 15:00:32,990 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb silent True {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'gbdt', 'class_weight': {0: 1, 1: 7}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.017027911523313132, 'max_depth': -1, 'min_child_samples': 58, 'min_child_weight': 0, 'min_split_gain': 0, 'n_estimators': 175, 'n_jobs': -1, 'num_leaves': 29, 'objective': None, 'random_state': 2, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True}
2020-10-26 15:00:32,990 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample = 0.0005339114046402957 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E86E06A0>>
2020-10-26 15:00:32,990 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample 0.0005339114046402957 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'gbdt', 'class_weight': {0: 1, 1: 7}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.017027911523313132, 'max_depth': -1, 'min_child_samples': 58, 'min_child_weight': 0, 'min_split_gain': 0, 'n_estimators': 175, 'n_jobs': -1, 'num_leaves': 29, 'objective': None, 'random_state': 2, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 0.0005339114046402957}
2020-10-26 15:00:32,991 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample_for_bin = 100 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E86E06A0>>
2020-10-26 15:00:32,991 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample_for_bin 100 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'gbdt', 'class_weight': {0: 1, 1: 7}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.017027911523313132, 'max_depth': -1, 'min_child_samples': 58, 'min_child_weight': 0, 'min_split_gain': 0, 'n_estimators': 175, 'n_jobs': -1, 'num_leaves': 29, 'objective': None, 'random_state': 2, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 0.0005339114046402957, 'subsample_for_bin': 100}
2020-10-26 15:00:32,991 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample_freq = 0 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E86E06A0>>
2020-10-26 15:00:32,991 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample_freq 0 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'boosting_type': 'gbdt', 'class_weight': {0: 1, 1: 7}, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.017027911523313132, 'max_depth': -1, 'min_child_samples': 58, 'min_child_weight': 0, 'min_split_gain': 0, 'n_estimators': 175, 'n_jobs': -1, 'num_leaves': 29, 'objective': None, 'random_state': 2, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': True, 'subsample': 0.0005339114046402957, 'subsample_for_bin': 100, 'subsample_freq': 0}
2020-10-26 15:00:32,992 INFO    MainThread:12940 [wandb_run.py:finish():988] finishing run srosy/runs-from-for-loop/1nvx2yre
