2020-10-26 12:29:31,001 INFO    MainThread:12940 [wandb_init.py:_log_setup():293] Logging user logs to wandb\run-20201026_122931-r8oy4jqu\logs\debug.log
2020-10-26 12:29:32,686 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bylevel = 0.28385575346903213 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,686 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bylevel 0.28385575346903213 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213}
2020-10-26 12:29:32,687 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bynode = 0.3960977449776807 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,687 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bynode 0.3960977449776807 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807}
2020-10-26 12:29:32,687 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bytree = 0.907849807749123 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,687 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bytree 0.907849807749123 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123}
2020-10-26 12:29:32,687 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gamma = 67.22527262126586 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,687 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gamma 67.22527262126586 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586}
2020-10-26 12:29:32,688 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gpu_id = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,688 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gpu_id None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None}
2020-10-26 12:29:32,688 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set importance_type = gain - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,688 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb importance_type gain {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain'}
2020-10-26 12:29:32,689 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set interaction_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,689 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb interaction_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None}
2020-10-26 12:29:32,689 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set learning_rate = 0.8703947768788809 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,689 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb learning_rate 0.8703947768788809 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8703947768788809}
2020-10-26 12:29:32,689 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_delta_step = 74.92683857561687 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,690 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_delta_step 74.92683857561687 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8703947768788809, 'max_delta_step': 74.92683857561687}
2020-10-26 12:29:32,690 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_depth = 16 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,690 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_depth 16 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8703947768788809, 'max_delta_step': 74.92683857561687, 'max_depth': 16}
2020-10-26 12:29:32,690 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set min_child_weight = 68.84827425372634 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,691 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb min_child_weight 68.84827425372634 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8703947768788809, 'max_delta_step': 74.92683857561687, 'max_depth': 16, 'min_child_weight': 68.84827425372634}
2020-10-26 12:29:32,691 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set missing = nan - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,691 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb missing nan {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8703947768788809, 'max_delta_step': 74.92683857561687, 'max_depth': 16, 'min_child_weight': 68.84827425372634, 'missing': nan}
2020-10-26 12:29:32,691 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set monotone_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,692 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb monotone_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8703947768788809, 'max_delta_step': 74.92683857561687, 'max_depth': 16, 'min_child_weight': 68.84827425372634, 'missing': nan, 'monotone_constraints': None}
2020-10-26 12:29:32,692 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_estimators = 100 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,692 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_estimators 100 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8703947768788809, 'max_delta_step': 74.92683857561687, 'max_depth': 16, 'min_child_weight': 68.84827425372634, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100}
2020-10-26 12:29:32,692 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_jobs = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,693 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_jobs None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8703947768788809, 'max_delta_step': 74.92683857561687, 'max_depth': 16, 'min_child_weight': 68.84827425372634, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None}
2020-10-26 12:29:32,693 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set num_parallel_tree = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,693 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb num_parallel_tree None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8703947768788809, 'max_delta_step': 74.92683857561687, 'max_depth': 16, 'min_child_weight': 68.84827425372634, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None}
2020-10-26 12:29:32,693 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set random_state = 2 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,693 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb random_state 2 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8703947768788809, 'max_delta_step': 74.92683857561687, 'max_depth': 16, 'min_child_weight': 68.84827425372634, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2}
2020-10-26 12:29:32,694 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_alpha = 7.859951135648432 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,694 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_alpha 7.859951135648432 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8703947768788809, 'max_delta_step': 74.92683857561687, 'max_depth': 16, 'min_child_weight': 68.84827425372634, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 7.859951135648432}
2020-10-26 12:29:32,694 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_lambda = 1.6298247313607794 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,694 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_lambda 1.6298247313607794 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8703947768788809, 'max_delta_step': 74.92683857561687, 'max_depth': 16, 'min_child_weight': 68.84827425372634, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 7.859951135648432, 'reg_lambda': 1.6298247313607794}
2020-10-26 12:29:32,695 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set scale_pos_weight = 2.1709775572454335 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,695 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb scale_pos_weight 2.1709775572454335 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8703947768788809, 'max_delta_step': 74.92683857561687, 'max_depth': 16, 'min_child_weight': 68.84827425372634, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 7.859951135648432, 'reg_lambda': 1.6298247313607794, 'scale_pos_weight': 2.1709775572454335}
2020-10-26 12:29:32,695 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample = 0.30294535447433857 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,695 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample 0.30294535447433857 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8703947768788809, 'max_delta_step': 74.92683857561687, 'max_depth': 16, 'min_child_weight': 68.84827425372634, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 7.859951135648432, 'reg_lambda': 1.6298247313607794, 'scale_pos_weight': 2.1709775572454335, 'subsample': 0.30294535447433857}
2020-10-26 12:29:32,696 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set tree_method = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,696 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb tree_method None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8703947768788809, 'max_delta_step': 74.92683857561687, 'max_depth': 16, 'min_child_weight': 68.84827425372634, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 7.859951135648432, 'reg_lambda': 1.6298247313607794, 'scale_pos_weight': 2.1709775572454335, 'subsample': 0.30294535447433857, 'tree_method': None}
2020-10-26 12:29:32,696 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set validate_parameters = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,696 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb validate_parameters None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8703947768788809, 'max_delta_step': 74.92683857561687, 'max_depth': 16, 'min_child_weight': 68.84827425372634, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 7.859951135648432, 'reg_lambda': 1.6298247313607794, 'scale_pos_weight': 2.1709775572454335, 'subsample': 0.30294535447433857, 'tree_method': None, 'validate_parameters': None}
2020-10-26 12:29:32,696 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set verbosity = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E330C8B0>>
2020-10-26 12:29:32,696 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb verbosity None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.28385575346903213, 'colsample_bynode': 0.3960977449776807, 'colsample_bytree': 0.907849807749123, 'gamma': 67.22527262126586, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.8703947768788809, 'max_delta_step': 74.92683857561687, 'max_depth': 16, 'min_child_weight': 68.84827425372634, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 7.859951135648432, 'reg_lambda': 1.6298247313607794, 'scale_pos_weight': 2.1709775572454335, 'subsample': 0.30294535447433857, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}
2020-10-26 12:29:32,697 INFO    MainThread:12940 [wandb_run.py:finish():988] finishing run srosy/runs-from-for-loop/r8oy4jqu
