2020-10-26 13:35:09,797 INFO    MainThread:12940 [wandb_init.py:_log_setup():293] Logging user logs to wandb\run-20201026_133509-1rz2ku8e\logs\debug.log
2020-10-26 13:35:11,507 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set booster = dart - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,507 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb booster dart {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart'}
2020-10-26 13:35:11,508 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bylevel = 1.0 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,508 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bylevel 1.0 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0}
2020-10-26 13:35:11,508 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bynode = 1.0 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,508 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bynode 1.0 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0}
2020-10-26 13:35:11,508 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bytree = 1.0 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,508 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bytree 1.0 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0}
2020-10-26 13:35:11,509 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gamma = 13.922005396495592 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,509 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gamma 13.922005396495592 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592}
2020-10-26 13:35:11,509 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gpu_id = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,509 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gpu_id None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None}
2020-10-26 13:35:11,509 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set importance_type = gain - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,509 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb importance_type gain {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain'}
2020-10-26 13:35:11,510 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set interaction_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,510 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb interaction_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None}
2020-10-26 13:35:11,511 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set learning_rate = 1.0 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,511 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb learning_rate 1.0 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 1.0}
2020-10-26 13:35:11,511 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_delta_step = 16.02825136048397 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,511 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_delta_step 16.02825136048397 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 1.0, 'max_delta_step': 16.02825136048397}
2020-10-26 13:35:11,511 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_depth = 5 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,512 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_depth 5 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 1.0, 'max_delta_step': 16.02825136048397, 'max_depth': 5}
2020-10-26 13:35:11,512 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set min_child_weight = 9.509788639838904 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,512 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb min_child_weight 9.509788639838904 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 1.0, 'max_delta_step': 16.02825136048397, 'max_depth': 5, 'min_child_weight': 9.509788639838904}
2020-10-26 13:35:11,512 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set missing = nan - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,512 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb missing nan {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 1.0, 'max_delta_step': 16.02825136048397, 'max_depth': 5, 'min_child_weight': 9.509788639838904, 'missing': nan}
2020-10-26 13:35:11,514 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set monotone_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,514 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb monotone_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 1.0, 'max_delta_step': 16.02825136048397, 'max_depth': 5, 'min_child_weight': 9.509788639838904, 'missing': nan, 'monotone_constraints': None}
2020-10-26 13:35:11,514 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_estimators = 100 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,514 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_estimators 100 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 1.0, 'max_delta_step': 16.02825136048397, 'max_depth': 5, 'min_child_weight': 9.509788639838904, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100}
2020-10-26 13:35:11,514 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_jobs = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,515 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_jobs None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 1.0, 'max_delta_step': 16.02825136048397, 'max_depth': 5, 'min_child_weight': 9.509788639838904, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None}
2020-10-26 13:35:11,515 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set num_parallel_tree = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,515 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb num_parallel_tree None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 1.0, 'max_delta_step': 16.02825136048397, 'max_depth': 5, 'min_child_weight': 9.509788639838904, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None}
2020-10-26 13:35:11,515 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set random_state = 2 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,515 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb random_state 2 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 1.0, 'max_delta_step': 16.02825136048397, 'max_depth': 5, 'min_child_weight': 9.509788639838904, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2}
2020-10-26 13:35:11,515 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_alpha = 0.9580531506413772 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,515 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_alpha 0.9580531506413772 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 1.0, 'max_delta_step': 16.02825136048397, 'max_depth': 5, 'min_child_weight': 9.509788639838904, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.9580531506413772}
2020-10-26 13:35:11,516 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_lambda = 8.137262598461248 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,516 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_lambda 8.137262598461248 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 1.0, 'max_delta_step': 16.02825136048397, 'max_depth': 5, 'min_child_weight': 9.509788639838904, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.9580531506413772, 'reg_lambda': 8.137262598461248}
2020-10-26 13:35:11,516 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set scale_pos_weight = 16.200349259284405 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,516 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb scale_pos_weight 16.200349259284405 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 1.0, 'max_delta_step': 16.02825136048397, 'max_depth': 5, 'min_child_weight': 9.509788639838904, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.9580531506413772, 'reg_lambda': 8.137262598461248, 'scale_pos_weight': 16.200349259284405}
2020-10-26 13:35:11,517 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample = 1.0 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,517 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample 1.0 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 1.0, 'max_delta_step': 16.02825136048397, 'max_depth': 5, 'min_child_weight': 9.509788639838904, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.9580531506413772, 'reg_lambda': 8.137262598461248, 'scale_pos_weight': 16.200349259284405, 'subsample': 1.0}
2020-10-26 13:35:11,517 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set tree_method = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,517 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb tree_method None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 1.0, 'max_delta_step': 16.02825136048397, 'max_depth': 5, 'min_child_weight': 9.509788639838904, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.9580531506413772, 'reg_lambda': 8.137262598461248, 'scale_pos_weight': 16.200349259284405, 'subsample': 1.0, 'tree_method': None}
2020-10-26 13:35:11,518 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set validate_parameters = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,518 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb validate_parameters None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 1.0, 'max_delta_step': 16.02825136048397, 'max_depth': 5, 'min_child_weight': 9.509788639838904, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.9580531506413772, 'reg_lambda': 8.137262598461248, 'scale_pos_weight': 16.200349259284405, 'subsample': 1.0, 'tree_method': None, 'validate_parameters': None}
2020-10-26 13:35:11,518 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set verbosity = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E5E9F610>>
2020-10-26 13:35:11,518 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb verbosity None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 1.0, 'colsample_bynode': 1.0, 'colsample_bytree': 1.0, 'gamma': 13.922005396495592, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 1.0, 'max_delta_step': 16.02825136048397, 'max_depth': 5, 'min_child_weight': 9.509788639838904, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 0.9580531506413772, 'reg_lambda': 8.137262598461248, 'scale_pos_weight': 16.200349259284405, 'subsample': 1.0, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}
2020-10-26 13:35:11,519 INFO    MainThread:12940 [wandb_run.py:finish():988] finishing run srosy/runs-from-for-loop/1rz2ku8e
