2020-10-26 12:38:50,572 INFO    MainThread:12940 [wandb_init.py:_log_setup():293] Logging user logs to wandb\run-20201026_123850-7l2ecyb9\logs\debug.log
2020-10-26 12:38:52,292 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bynode 0.9631507235968781 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781}
2020-10-26 12:38:52,292 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bytree = 0.4886972676119543 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,292 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bytree 0.4886972676119543 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543}
2020-10-26 12:38:52,292 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gamma = 16.57743361600992 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,292 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gamma 16.57743361600992 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992}
2020-10-26 12:38:52,293 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gpu_id = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,293 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gpu_id None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None}
2020-10-26 12:38:52,293 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set importance_type = gain - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,293 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb importance_type gain {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain'}
2020-10-26 12:38:52,294 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set interaction_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,294 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb interaction_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None}
2020-10-26 12:38:52,294 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set learning_rate = 0.39673296750102927 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,294 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb learning_rate 0.39673296750102927 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.39673296750102927}
2020-10-26 12:38:52,295 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_delta_step = 52.793433712927715 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,295 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_delta_step 52.793433712927715 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.39673296750102927, 'max_delta_step': 52.793433712927715}
2020-10-26 12:38:52,295 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_depth = 18 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,295 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_depth 18 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.39673296750102927, 'max_delta_step': 52.793433712927715, 'max_depth': 18}
2020-10-26 12:38:52,296 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set min_child_weight = 27.451165743186166 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,296 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb min_child_weight 27.451165743186166 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.39673296750102927, 'max_delta_step': 52.793433712927715, 'max_depth': 18, 'min_child_weight': 27.451165743186166}
2020-10-26 12:38:52,296 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set missing = nan - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,296 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb missing nan {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.39673296750102927, 'max_delta_step': 52.793433712927715, 'max_depth': 18, 'min_child_weight': 27.451165743186166, 'missing': nan}
2020-10-26 12:38:52,297 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set monotone_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,297 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb monotone_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.39673296750102927, 'max_delta_step': 52.793433712927715, 'max_depth': 18, 'min_child_weight': 27.451165743186166, 'missing': nan, 'monotone_constraints': None}
2020-10-26 12:38:52,297 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_estimators = 100 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,297 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_estimators 100 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.39673296750102927, 'max_delta_step': 52.793433712927715, 'max_depth': 18, 'min_child_weight': 27.451165743186166, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100}
2020-10-26 12:38:52,298 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_jobs = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,298 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_jobs None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.39673296750102927, 'max_delta_step': 52.793433712927715, 'max_depth': 18, 'min_child_weight': 27.451165743186166, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None}
2020-10-26 12:38:52,298 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set num_parallel_tree = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,298 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb num_parallel_tree None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.39673296750102927, 'max_delta_step': 52.793433712927715, 'max_depth': 18, 'min_child_weight': 27.451165743186166, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None}
2020-10-26 12:38:52,299 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set random_state = 2 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,299 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb random_state 2 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.39673296750102927, 'max_delta_step': 52.793433712927715, 'max_depth': 18, 'min_child_weight': 27.451165743186166, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2}
2020-10-26 12:38:52,299 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_alpha = 4.530324154218139 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,299 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_alpha 4.530324154218139 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.39673296750102927, 'max_delta_step': 52.793433712927715, 'max_depth': 18, 'min_child_weight': 27.451165743186166, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 4.530324154218139}
2020-10-26 12:38:52,299 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_lambda = 8.207624084762994 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,300 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_lambda 8.207624084762994 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.39673296750102927, 'max_delta_step': 52.793433712927715, 'max_depth': 18, 'min_child_weight': 27.451165743186166, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 4.530324154218139, 'reg_lambda': 8.207624084762994}
2020-10-26 12:38:52,300 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set scale_pos_weight = 10.58321260561056 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,300 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb scale_pos_weight 10.58321260561056 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.39673296750102927, 'max_delta_step': 52.793433712927715, 'max_depth': 18, 'min_child_weight': 27.451165743186166, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 4.530324154218139, 'reg_lambda': 8.207624084762994, 'scale_pos_weight': 10.58321260561056}
2020-10-26 12:38:52,300 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample = 0.9066686582635464 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,300 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample 0.9066686582635464 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.39673296750102927, 'max_delta_step': 52.793433712927715, 'max_depth': 18, 'min_child_weight': 27.451165743186166, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 4.530324154218139, 'reg_lambda': 8.207624084762994, 'scale_pos_weight': 10.58321260561056, 'subsample': 0.9066686582635464}
2020-10-26 12:38:52,301 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set tree_method = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,301 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb tree_method None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.39673296750102927, 'max_delta_step': 52.793433712927715, 'max_depth': 18, 'min_child_weight': 27.451165743186166, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 4.530324154218139, 'reg_lambda': 8.207624084762994, 'scale_pos_weight': 10.58321260561056, 'subsample': 0.9066686582635464, 'tree_method': None}
2020-10-26 12:38:52,301 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set validate_parameters = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,301 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb validate_parameters None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.39673296750102927, 'max_delta_step': 52.793433712927715, 'max_depth': 18, 'min_child_weight': 27.451165743186166, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 4.530324154218139, 'reg_lambda': 8.207624084762994, 'scale_pos_weight': 10.58321260561056, 'subsample': 0.9066686582635464, 'tree_method': None, 'validate_parameters': None}
2020-10-26 12:38:52,302 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set verbosity = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E34D5F40>>
2020-10-26 12:38:52,302 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb verbosity None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'gbtree', 'colsample_bylevel': 0.8812975463651785, 'colsample_bynode': 0.9631507235968781, 'colsample_bytree': 0.4886972676119543, 'gamma': 16.57743361600992, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.39673296750102927, 'max_delta_step': 52.793433712927715, 'max_depth': 18, 'min_child_weight': 27.451165743186166, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 4.530324154218139, 'reg_lambda': 8.207624084762994, 'scale_pos_weight': 10.58321260561056, 'subsample': 0.9066686582635464, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}
2020-10-26 12:38:52,302 INFO    MainThread:12940 [wandb_run.py:finish():988] finishing run srosy/runs-from-for-loop/7l2ecyb9
