2020-10-26 12:50:01,120 INFO    MainThread:12940 [wandb_init.py:_log_setup():293] Logging user logs to wandb\run-20201026_125001-2kvxfqpw\logs\debug.log
2020-10-26 12:50:02,834 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb booster dart {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart'}
2020-10-26 12:50:02,834 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bylevel = 0.4771357044479684 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,835 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bylevel 0.4771357044479684 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684}
2020-10-26 12:50:02,835 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bynode = 0.7160182386581886 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,835 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bynode 0.7160182386581886 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886}
2020-10-26 12:50:02,835 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set colsample_bytree = 0.7725192639994674 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,836 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb colsample_bytree 0.7725192639994674 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674}
2020-10-26 12:50:02,836 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gamma = 40.4957079573268 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,836 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gamma 40.4957079573268 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268}
2020-10-26 12:50:02,836 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set gpu_id = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,836 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb gpu_id None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None}
2020-10-26 12:50:02,837 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set importance_type = gain - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,837 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb importance_type gain {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain'}
2020-10-26 12:50:02,837 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set interaction_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,837 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb interaction_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None}
2020-10-26 12:50:02,838 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set learning_rate = 0.4622514092978709 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,838 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb learning_rate 0.4622514092978709 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.4622514092978709}
2020-10-26 12:50:02,838 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_delta_step = 89.22101577007571 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,838 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_delta_step 89.22101577007571 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.4622514092978709, 'max_delta_step': 89.22101577007571}
2020-10-26 12:50:02,839 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set max_depth = 15 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,839 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb max_depth 15 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.4622514092978709, 'max_delta_step': 89.22101577007571, 'max_depth': 15}
2020-10-26 12:50:02,839 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set min_child_weight = 7.985119594703017 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,839 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb min_child_weight 7.985119594703017 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.4622514092978709, 'max_delta_step': 89.22101577007571, 'max_depth': 15, 'min_child_weight': 7.985119594703017}
2020-10-26 12:50:02,840 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set missing = nan - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,840 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb missing nan {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.4622514092978709, 'max_delta_step': 89.22101577007571, 'max_depth': 15, 'min_child_weight': 7.985119594703017, 'missing': nan}
2020-10-26 12:50:02,840 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set monotone_constraints = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,841 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb monotone_constraints None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.4622514092978709, 'max_delta_step': 89.22101577007571, 'max_depth': 15, 'min_child_weight': 7.985119594703017, 'missing': nan, 'monotone_constraints': None}
2020-10-26 12:50:02,841 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_estimators = 100 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,841 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_estimators 100 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.4622514092978709, 'max_delta_step': 89.22101577007571, 'max_depth': 15, 'min_child_weight': 7.985119594703017, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100}
2020-10-26 12:50:02,841 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set n_jobs = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,841 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb n_jobs None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.4622514092978709, 'max_delta_step': 89.22101577007571, 'max_depth': 15, 'min_child_weight': 7.985119594703017, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None}
2020-10-26 12:50:02,842 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set num_parallel_tree = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,842 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb num_parallel_tree None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.4622514092978709, 'max_delta_step': 89.22101577007571, 'max_depth': 15, 'min_child_weight': 7.985119594703017, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None}
2020-10-26 12:50:02,842 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set random_state = 2 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,842 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb random_state 2 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.4622514092978709, 'max_delta_step': 89.22101577007571, 'max_depth': 15, 'min_child_weight': 7.985119594703017, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2}
2020-10-26 12:50:02,843 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_alpha = 8.925075923064922 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,843 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_alpha 8.925075923064922 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.4622514092978709, 'max_delta_step': 89.22101577007571, 'max_depth': 15, 'min_child_weight': 7.985119594703017, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 8.925075923064922}
2020-10-26 12:50:02,843 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set reg_lambda = 4.758537291112731 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,843 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb reg_lambda 4.758537291112731 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.4622514092978709, 'max_delta_step': 89.22101577007571, 'max_depth': 15, 'min_child_weight': 7.985119594703017, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 8.925075923064922, 'reg_lambda': 4.758537291112731}
2020-10-26 12:50:02,844 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set scale_pos_weight = 1.7622616866103291 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,844 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb scale_pos_weight 1.7622616866103291 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.4622514092978709, 'max_delta_step': 89.22101577007571, 'max_depth': 15, 'min_child_weight': 7.985119594703017, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 8.925075923064922, 'reg_lambda': 4.758537291112731, 'scale_pos_weight': 1.7622616866103291}
2020-10-26 12:50:02,844 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set subsample = 0.2838443193063759 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,844 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb subsample 0.2838443193063759 {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.4622514092978709, 'max_delta_step': 89.22101577007571, 'max_depth': 15, 'min_child_weight': 7.985119594703017, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 8.925075923064922, 'reg_lambda': 4.758537291112731, 'scale_pos_weight': 1.7622616866103291, 'subsample': 0.2838443193063759}
2020-10-26 12:50:02,844 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set tree_method = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,845 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb tree_method None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.4622514092978709, 'max_delta_step': 89.22101577007571, 'max_depth': 15, 'min_child_weight': 7.985119594703017, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 8.925075923064922, 'reg_lambda': 4.758537291112731, 'scale_pos_weight': 1.7622616866103291, 'subsample': 0.2838443193063759, 'tree_method': None}
2020-10-26 12:50:02,845 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set validate_parameters = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,845 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb validate_parameters None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.4622514092978709, 'max_delta_step': 89.22101577007571, 'max_depth': 15, 'min_child_weight': 7.985119594703017, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 8.925075923064922, 'reg_lambda': 4.758537291112731, 'scale_pos_weight': 1.7622616866103291, 'subsample': 0.2838443193063759, 'tree_method': None, 'validate_parameters': None}
2020-10-26 12:50:02,845 INFO    MainThread:12940 [wandb_config.py:__setitem__():64] config set verbosity = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000208E3707AC0>>
2020-10-26 12:50:02,845 INFO    MainThread:12940 [wandb_run.py:_config_callback():591] config_cb verbosity None {'_wandb': {'cli_version': '0.10.8', 'python_version': '3.8.5', 'is_jupyter_run': False, 'is_kaggle_kernel': False, 'framework': 'lightgbm'}, 'objective': 'binary:logistic', 'base_score': None, 'booster': 'dart', 'colsample_bylevel': 0.4771357044479684, 'colsample_bynode': 0.7160182386581886, 'colsample_bytree': 0.7725192639994674, 'gamma': 40.4957079573268, 'gpu_id': None, 'importance_type': 'gain', 'interaction_constraints': None, 'learning_rate': 0.4622514092978709, 'max_delta_step': 89.22101577007571, 'max_depth': 15, 'min_child_weight': 7.985119594703017, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 100, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': 2, 'reg_alpha': 8.925075923064922, 'reg_lambda': 4.758537291112731, 'scale_pos_weight': 1.7622616866103291, 'subsample': 0.2838443193063759, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}
2020-10-26 12:50:02,846 INFO    MainThread:12940 [wandb_run.py:finish():988] finishing run srosy/runs-from-for-loop/2kvxfqpw
